Continue Solving part - 6 with Interval Halving Method 
 a : 0.6249970639693527 
 b : 1.3929970639693527 
#It			a			b			x_m
0			0.817			1.201			1.0089970639693528
1			0.913			1.105			1.0089970639693528
2			1.009			1.105			1.0569970639693527
3			1.009			1.057			1.0329970639693529
4			1.033			1.057			1.0449970639693527
5			1.033			1.045			1.0389970639693529
6			1.039			1.045			1.0419970639693528
7			1.039			1.042			1.0404970639693527
8			1.0405			1.042			1.0412470639693527
9			1.0412			1.042			1.0416220639693528
Value for new a : 1.0412470639693527 and new b : 1.0419970639693528 after interval halving method
