#It			x			f_x
0		0.0118		0
1		0.0128		0
2		0.0148		0
3		0.0188		0
4		0.0268		0
5		0.0428		0
6		0.0748		0
7		0.1388		0
8		0.2668		0
9		0.5228		0
10		1.0348		0
11		2.0588		0
12		4.1068		0
13		8.2028		0
14		16.3948		0
15		32.7788		0
16		65.5468		0
17		131.0828		0
18		262.1548		0
19		524.2988		0
20		1048.5868		0
21		2097.1628		0
22		4194.3148		0
23		8388.6188		0
24		16777.2268		0
25		33554.4428		0
26		67108.8748		0
27		134217.7388		0
28		268435.4668		0
29		536870.9228		0
30		1073741.8348		0
31		2147483.6588		0
32		4294967.3068		0
33		8589934.6028		0
34		17179869.1948		0
35		34359738.3788		0
36		68719476.7468		0
37		137438953.4828		0
38		274877906.9548		0
39		549755813.8988		0
40		1099511627.7868		0
41		2199023255.5628		0
42		4398046511.1148		0
43		8796093022.2188		0
44		17592186044.4268		0
45		35184372088.8428		0
46		70368744177.6748		0
47		140737488355.3388		0
48		281474976710.6668		0
49		562949953421.3228		0
50		1125899906842.6348		0
51		2251799813685.259		0
52		4503599627370.507		0
53		9007199254741.004		0
54		18014398509481.996		0
55		36028797018963.984		0
56		72057594037927.95		0
57		144115188075855.88		0
58		288230376151711.75		0
59		576460752303423.5		0
60		1152921504606847.0		0
61		2305843009213694.0		0
62		4611686018427388.0		0
63		9223372036854776.0		0
64		1.844674407370955e+16		0
65		3.68934881474191e+16		0
66		7.37869762948382e+16		0
67		1.475739525896764e+17		0
68		2.951479051793528e+17		0
69		5.902958103587057e+17		0
70		1.1805916207174113e+18		0
71		2.3611832414348227e+18		0
72		4.722366482869645e+18		0
73		9.44473296573929e+18		0
74		1.888946593147858e+19		0
75		3.777893186295716e+19		0
76		7.555786372591432e+19		0
77		1.5111572745182865e+20		0
78		3.022314549036573e+20		0
79		6.044629098073146e+20		0
80		1.2089258196146292e+21		0
81		2.4178516392292584e+21		0
82		4.835703278458517e+21		0
83		9.671406556917034e+21		0
84		1.9342813113834067e+22		0
85		3.8685626227668134e+22		0
86		7.737125245533627e+22		0
87		1.5474250491067254e+23		0
88		3.094850098213451e+23		0
89		6.189700196426902e+23		0
90		1.2379400392853803e+24		0
91		2.4758800785707606e+24		0
92		4.951760157141521e+24		0
93		9.903520314283042e+24		0
94		1.9807040628566085e+25		0
95		3.961408125713217e+25		0
96		7.922816251426434e+25		0
97		1.5845632502852868e+26		0
98		3.1691265005705736e+26		0
99		6.338253001141147e+26		0
100		1.2676506002282294e+27		0
101		2.535301200456459e+27		0
102		5.070602400912918e+27		0
103		1.0141204801825835e+28		0
104		2.028240960365167e+28		0
105		4.056481920730334e+28		0
106		8.112963841460668e+28		0
107		1.6225927682921337e+29		0
108		3.245185536584267e+29		0
109		6.490371073168535e+29		0
110		1.298074214633707e+30		0
111		2.596148429267414e+30		0
112		5.192296858534828e+30		0
113		1.0384593717069655e+31		0
114		2.076918743413931e+31		0
115		4.153837486827862e+31		0
116		8.307674973655724e+31		0
117		1.661534994731145e+32		0
118		3.32306998946229e+32		0
119		6.64613997892458e+32		0
120		1.329227995784916e+33		0
121		2.658455991569832e+33		0
122		5.316911983139664e+33		0
123		1.0633823966279327e+34		0
124		2.1267647932558654e+34		0
125		4.253529586511731e+34		0
126		8.507059173023462e+34		0
127		1.7014118346046924e+35		0
128		3.402823669209385e+35		0
129		6.80564733841877e+35		0
130		1.361129467683754e+36		0
131		2.722258935367508e+36		0
132		5.444517870735016e+36		0
133		1.088903574147003e+37		0
134		2.177807148294006e+37		0
135		4.355614296588012e+37		0
136		8.711228593176025e+37		0
137		1.742245718635205e+38		0
138		3.48449143727041e+38		0
139		6.96898287454082e+38		0
140		1.393796574908164e+39		0
141		2.787593149816328e+39		0
142		5.575186299632656e+39		0
143		1.1150372599265312e+40		0
144		2.2300745198530624e+40		0
145		4.460149039706125e+40		0
146		8.92029807941225e+40		0
147		1.78405961588245e+41		0
148		3.5681192317649e+41		0
149		7.1362384635298e+41		0
150		1.42724769270596e+42		0
151		2.85449538541192e+42		0
152		5.70899077082384e+42		0
153		1.141798154164768e+43		0
154		2.283596308329536e+43		0
155		4.567192616659072e+43		0
156		9.134385233318143e+43		0
157		1.8268770466636287e+44		0
158		3.653754093327257e+44		0
159		7.307508186654515e+44		0
160		1.461501637330903e+45		0
161		2.923003274661806e+45		0
162		5.846006549323612e+45		0
163		1.1692013098647224e+46		0
164		2.3384026197294447e+46		0
165		4.676805239458889e+46		0
166		9.353610478917779e+46		0
167		1.8707220957835558e+47		0
168		3.7414441915671115e+47		0
169		7.482888383134223e+47		0
170		1.4965776766268446e+48		0
171		2.993155353253689e+48		0
172		5.986310706507378e+48		0
173		1.1972621413014757e+49		0
174		2.3945242826029514e+49		0
175		4.789048565205903e+49		0
176		9.578097130411806e+49		0
177		1.915619426082361e+50		0
178		3.831238852164722e+50		0
179		7.662477704329444e+50		0
180		1.532495540865889e+51		0
181		3.064991081731778e+51		0
182		6.129982163463556e+51		0
183		1.225996432692711e+52		0
184		2.451992865385422e+52		0
185		4.903985730770844e+52		0
186		9.807971461541689e+52		0
187		1.9615942923083378e+53		0
188		3.9231885846166756e+53		0
189		7.846377169233351e+53		0
190		1.5692754338466702e+54		0
191		3.1385508676933404e+54		0
192		6.277101735386681e+54		0
193		1.2554203470773362e+55		0
194		2.5108406941546724e+55		0
195		5.021681388309345e+55		0
196		1.004336277661869e+56		0
197		2.008672555323738e+56		0
198		4.017345110647476e+56		0
199		8.034690221294952e+56		0
200		1.6069380442589903e+57		0
201		3.2138760885179806e+57		0
202		6.427752177035961e+57		0
203		1.2855504354071922e+58		0
204		2.5711008708143845e+58		0
205		5.142201741628769e+58		0
206		1.0284403483257538e+59		0
207		2.0568806966515076e+59		0
208		4.113761393303015e+59		0
209		8.22752278660603e+59		0
210		1.645504557321206e+60		0
211		3.291009114642412e+60		0
212		6.582018229284824e+60		0
213		1.316403645856965e+61		0
214		2.63280729171393e+61		0
215		5.26561458342786e+61		0
216		1.053122916685572e+62		0
217		2.106245833371144e+62		0
218		4.212491666742288e+62		0
219		8.424983333484575e+62		0
220		1.684996666696915e+63		0
