Continue Solving part - 2 with Interval Halving Method 
 a : 0.886052392461387 
 b : 1.270052392461387 
#It			a			b			x_m
0			0.8861			1.0781			0.982052392461387
1			0.9821			1.0781			1.030052392461387
2			0.9821			1.0301			1.006052392461387
3			0.9941			1.0181			1.006052392461387
4			1.0061			1.0181			1.012052392461387
5			1.0061			1.0121			1.009052392461387
6			1.0076			1.0106			1.009052392461387
7			1.0091			1.0106			1.0098023924613868
8			1.0091			1.0098			1.009427392461387
Value for new a : 1.009052392461387 and new b : 1.0098023924613868 after interval halving method
