Continue Solving part - 4 with Interval Halving Method 
 a : 0.4684790701185285 
 b : -1.0675209298814714 
#It			a			b			x_m
0			0.4685			-0.2995			0.08447907011852851
1			0.2765			-0.1075			0.08447907011852851
2			0.0845			-0.1075			-0.011520929881471492
3			0.0845			-0.0115			0.03647907011852851
4			0.0365			-0.0115			0.012479070118528508
5			0.0365			0.0125			0.02447907011852851
6			0.0305			0.0185			0.02447907011852851
7			0.0275			0.0215			0.02447907011852851
8			0.026			0.023			0.02447907011852851
9			0.0245			0.023			0.02372907011852851
10			0.0245			0.0237			0.024104070118528508
Value for new a : 0.02447907011852851 and new b : 0.02372907011852851 after interval halving method
